lcdb2_name,lcdb1_name,gen_veg,wetland,minor_clsa,minor_clsb,minor_clsc,uncertain1,uncertain2,comments,class_cor,bound_cor,wetld_cor,field_com,photo_1,photo1_id,photo_east1,photo_nth1,photo_2,photo2_id,photo_east2,photo_nth2,district,id
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Fernland,,,,,,,,,,,,,,,,,Waitomo,7610
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Waitomo,7692
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Waitomo,7693
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7694
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Waitomo,7695
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Fernland,,,,,,,,,,,,,,,,,,Waitomo,7760
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Fernland,,,,,,,,,,,,,,,,,,Waitomo,7761
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7762
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,,Waitomo,7763
Fernland,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7764
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7765
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Waitomo,7519
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7520
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Waitomo,7521
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7522
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7523
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7611
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7612
Fernland,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7613
Fernland,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7614
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Fernland,,,,,,,,,,,,,,,,,Waitomo,7615
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Fernland,,,,,,,,,,,,,,,,Waitomo,7696
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7697
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Fernland,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7766
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,,Waitomo,7767
Fernland,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7768
Fernland,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7769
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7524
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7525
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7526
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7527
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,,Waitomo,7528
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7529
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7530
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7531
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7532
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,Waitomo,7533
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7534
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7616
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7617
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7618
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7619
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7620
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7621
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7622
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7312
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7313
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,7314
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7315
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7316
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7374
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7375
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7376
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7377
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7458
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7459
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7460
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7461
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7462
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7229
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7230
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7231
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7232
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7233
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7234
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7235
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7378
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7379
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7380
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7381
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7382
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7383
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7390
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7391
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,7392
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7393
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7394
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7395
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7154
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Pine Forest - Open Canopy,,,,,,,,,,,,,,,,,,Waitomo,7155
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7156
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7157
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7236
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7237
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7238
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7239
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7240
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7241
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,Yes,Can not see,,,,,,,,,,,Waitomo,7384
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7385
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7386
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7387
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7388
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7389
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7396
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7397
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7398
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Waitomo,7158
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7159
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7160
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,Yes,Yes,,,,,,,,,,,Waitomo,7161
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7162
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7163
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7242
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7243
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7244
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7245
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7317
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7318
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,Yes,Yes,,,,,,,,,,,Waitomo,7319
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7320
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7321
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7399
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7400
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7401
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7402
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7164
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7165
Gorse and Broom,Shrubland,Predominantly Exotic,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7166
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7167
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7168
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,7169
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7170
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7171
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7246
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7247
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7248
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7249
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7322
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7323
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7324
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7325
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7326
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7403
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7404
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7405
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7406
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,Herbaceous Freshwater Vegetation,,,,,,,,,,,,,,,,,,Waitomo,7172
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7173
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7174
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7175
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7250
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7251
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7252
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7253
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7254
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7327
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,7328
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7329
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7330
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7331
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7407
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7408
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7409
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7410
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7411
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,7176
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7177
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7255
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7256
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7257
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7258
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7259
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7260
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7332
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7333
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,7334
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7335
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7336
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7412
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7413
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7414
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7415
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7416
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7178
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7179
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Waitomo,7180
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7181
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7182
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7261
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7262
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,7263
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7264
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7265
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7337
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7338
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7339
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,7340
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7417
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7418
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7419
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7183
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7184
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7185
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7186
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7187
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,7266
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7267
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7268
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7269
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7270
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7341
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7342
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7343
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7344
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7420
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,7421
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7422
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7423
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,7188
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,7189
